txn_id,member_id,ts,amount,channel,product,counterparty,geo,narrative,branch,device_id
T100024250,M101021,2025-06-19 01:27:25,203606.0,MOBILE,CURRENT,Finley Ltd,KE-THK,Experience security size loss.,Nakuru,dev-uCJsimta
T100024251,M101021,2025-07-24 05:38:16,260885.0,AGENT,SAVINGS,"Padilla, Bryant and Brown",KE-KSM,Term state project perhaps international.,Thika,dev-CsLvlPJu
T100024252,M101021,2025-04-07 04:29:16,-77620.0,MOBILE,LOAN,"Macias, Baker and Smith",KE-EDL,I culture adult parent.,Kisumu,dev-IwRIHbvp
T100024253,M101021,2025-10-04 02:34:12,-217575.0,AGENT,MOBILE,"Singleton, Green and Ford",KE-NRB,Others southern trouble its style.,Eldoret,dev-ENltzy
T100024254,M101021,2025-05-30 13:31:08,154475.0,CARD,MOBILE,Jensen Group,KE-NKR,Family though herself.,Mombasa,dev-ZvzZIq
T100024255,M101021,2025-09-01 19:39:39,230295.0,CASH,LOAN,Cook-Martinez,KE-MSA,Positive collection tree movement maybe.,Thika,dev-lyqwvd
T100024256,M101021,2025-06-03 18:25:39,-101098.0,CARD,FIXED,"Simmons, Jones and Fox",KE-NKR,Capital bring center themselves consumer.,Mombasa,dev-AbiHjupN
T100024257,M101021,2025-07-26 09:41:40,166714.0,AGENT,MOBILE,Campbell Inc,KE-THK,Member drive another.,Mombasa,dev-jsQKUz
T100024258,M101021,2025-05-19 03:45:21,240657.0,AGENT,LOAN,Cannon-Weeks,KE-NRB,School order write discuss think.,Nakuru,dev-yflpjs
T100024259,M101021,2025-10-08 11:19:55,228951.0,TELLER,LOAN,"Ramos, Gordon and Fernandez",KE-NRB,Down person scene poor small guy.,Nairobi HQ,dev-VTaiOlJ
T100024260,M101021,2025-03-11 01:40:12,-310792.0,CASH,CURRENT,Matthews Inc,KE-KSM,Give government one he worker current.,Mombasa,dev-LrNRgxs
T100024261,M101021,2025-05-17 15:10:25,-73801.0,AGENT,MOBILE,Ortiz-Buckley,KE-KSM,Although style race customer.,Kisumu,dev-nOjSKKsc
T100024262,M101021,2025-03-29 22:56:47,264977.0,TELLER,CURRENT,Diaz Inc,KE-MSA,Beautiful than officer tough program.,Eldoret,dev-wktiFs
T100024263,M101021,2025-09-19 23:17:13,146279.0,TELLER,LOAN,Butler-Jackson,KE-NRB,Young approach political office.,Mombasa,dev-tscvCJd
T100024264,M101021,2025-02-05 01:51:11,132248.0,TELLER,LOAN,Braun Inc,KE-THK,Part cultural bag right.,Nakuru,dev-rTOrByo
T100024265,M101021,2025-04-03 02:02:08,-275671.0,CASH,FIXED,"Evans, Perez and Christian",KE-THK,May buy give.,Thika,dev-vEixoisJ
T100024266,M101022,2025-09-03 06:30:31,-414400.0,AGENT,SAVINGS,Green Inc,KE-KSM,Executive better do.,Eldoret,dev-QgaPzXkV
T100024267,M101022,2025-06-28 14:12:45,-392831.0,AGENT,CURRENT,Marshall PLC,KE-THK,Star prove involve some partner.,Nyeri,dev-RGngcvGC
T100024268,M101022,2025-10-01 23:42:40,-139072.0,CASH,SAVINGS,"Thompson, Elliott and Hart",KE-NKR,Sense office anyone type how visit.,Nairobi HQ,dev-btwuYLzi
T100024269,M101022,2025-05-16 15:23:38,-239071.0,CARD,FIXED,Walker-Humphrey,KE-MSA,Most economy detail eye protect.,Nakuru,dev-uwbLvq
T100024270,M101022,2025-03-26 19:33:34,-116377.0,MOBILE,CURRENT,"Morales, Simmons and Santiago",KE-EDL,Among plant pretty agent.,Thika,dev-nfdoAZ
T100024271,M101022,2025-10-08 00:17:27,413571.0,AGENT,SAVINGS,"Lawson, Stewart and Cole",KE-NRB,Job report develop many.,Eldoret,dev-taQyQJQ
T100024272,M101022,2025-02-03 05:25:04,-244042.0,CASH,LOAN,"Sloan, Rivera and Petersen",KE-THK,Nice foot rock.,Mombasa,dev-IgLHkH
T100024273,M101022,2025-04-28 19:48:57,1364215.0,MOBILE,MOBILE,Peters-Fleming,KE-NRB,Amount success civil.,Nairobi HQ,dev-UMzkxyM
T100024274,M101022,2025-02-19 15:54:24,-555192.0,TELLER,FIXED,Ellis Group,KE-NRB,Believe three student final data fund.,Nairobi HQ,dev-mkaCELOY
T100024275,M101022,2025-10-13 10:05:39,474752.0,AGENT,LOAN,Shaffer Inc,KE-THK,Line clear civil.,Nyeri,dev-TNPlcUL
T100024276,M101022,2025-06-19 05:43:58,-296786.0,TELLER,CURRENT,Stewart PLC,KE-EDL,Enjoy along scientist.,Nakuru,dev-UPYaimy
T100024277,M101022,2025-08-17 01:07:01,-220720.0,CASH,LOAN,"Wood, Taylor and Stevens",KE-MSA,With foreign leg himself.,Kisumu,dev-GMtRNKJC
T100024278,M101022,2025-06-11 17:05:33,-310808.0,MOBILE,CURRENT,Lewis-Beard,KE-NRB,Hot while mind prepare reach.,Thika,dev-vyceEWMh
T100024279,M101022,2025-10-23 22:17:18,-291989.0,CARD,FIXED,"Norris, Wagner and Romero",KE-NYR,Peace should none thought matter article.,Thika,dev-YYWPAZ
T100024280,M101022,2025-06-17 05:15:51,-241046.0,CARD,SAVINGS,Johnson-Cook,KE-NRB,Development professional half suddenly.,Mombasa,dev-LqPeysr
T100024281,M101022,2025-09-13 19:13:11,145661.0,TELLER,MOBILE,Banks-Bailey,KE-EDL,Main hospital real network require several.,Nairobi HQ,dev-EmVjvJeu
T100024282,M101022,2025-05-22 05:48:47,105709.0,CASH,LOAN,"Gamble, Maddox and Smith",KE-KSM,Notice wall beyond official.,Kisumu,dev-XErAnoY
T100024283,M101022,2025-03-19 23:49:16,147475.0,CARD,FIXED,"Hall, Perkins and Andrews",KE-EDL,City build especially up low.,Nakuru,dev-UxAQtI
T100024284,M101022,2025-10-17 01:08:02,258001.0,MOBILE,SAVINGS,"Parks, Reyes and Knight",KE-KSM,Opportunity enough information benefit road reason.,Mombasa,dev-HmBVZs
T100024285,M101022,2025-05-21 03:38:46,209641.0,AGENT,SAVINGS,"Daniel, Morales and Chandler",KE-NKR,Along quickly physical.,Mombasa,dev-IFtLuXq
T100024286,M101022,2025-03-23 10:06:47,751359.0,MOBILE,SAVINGS,"Miller, Mccarthy and Mccarthy",KE-NKR,Painting when for return.,Mombasa,dev-dChZVQTE
T100024287,M101022,2025-05-18 14:41:19,183618.0,CARD,FIXED,"Mcgrath, Ingram and Glenn",KE-MSA,Central stop improve.,Nyeri,dev-lkTvkkFt
T100024288,M101023,2025-10-19 18:14:37,109688.0,CARD,FIXED,Ramos-Ward,KE-EDL,Father must fear explain.,Nakuru,dev-nvTXRE
T100024289,M101023,2025-03-20 16:57:25,-111878.0,CARD,FIXED,Lopez-Sims,KE-MSA,Cost situation must.,Nairobi HQ,dev-XHofPwr
T100024290,M101023,2025-04-04 07:28:32,-348431.0,CARD,MOBILE,"Martinez, Cantrell and Ruiz",KE-THK,Prevent prepare state medical society office.,Nairobi HQ,dev-VCoyDT
T100024291,M101023,2025-07-05 23:54:03,305478.0,TELLER,LOAN,Ochoa and Sons,KE-KSM,Order maintain wide control tree.,Mombasa,dev-NnrnsnFl
T100024292,M101023,2025-02-24 03:14:33,21553.0,CASH,FIXED,Mitchell LLC,KE-MSA,Recently agreement some wife financial rest.,Nairobi HQ,dev-rTaSDyM
T100024293,M101023,2025-07-31 21:55:10,-97824.0,AGENT,CURRENT,Serrano-Young,KE-EDL,Either enough important line.,Thika,dev-ScGOeyB
T100024294,M101023,2025-06-30 02:26:04,-377739.0,CASH,MOBILE,"Phillips, Chapman and Turner",KE-NKR,Usually manager light again look.,Nakuru,dev-oKHlDpuy
T100024295,M101023,2025-05-11 16:50:07,-159789.0,CARD,MOBILE,Parsons LLC,KE-NYR,Five us personal.,Kisumu,dev-MmVVinPz
T100024296,M101023,2025-07-15 08:37:10,-450398.0,MOBILE,MOBILE,Lewis PLC,KE-NKR,Pick drive line house manage west.,Kisumu,dev-itYcgPNs
T100024297,M101023,2025-07-22 22:36:20,88496.0,CARD,LOAN,Lewis LLC,KE-NKR,City reveal movement under.,Eldoret,dev-vUjHCUJ
T100024298,M101023,2025-04-01 14:08:31,-173152.0,CASH,CURRENT,Payne LLC,KE-MSA,Half follow food film care recent.,Eldoret,dev-nHbbTa
T100024299,M101023,2025-08-08 03:40:02,166536.0,AGENT,FIXED,"Bennett, Garcia and Francis",KE-NKR,Nature challenge car.,Nyeri,dev-KRdJHRl
T100024300,M101023,2025-04-05 02:31:30,164467.0,TELLER,LOAN,"Barker, Smith and Oneal",KE-THK,overnight activity,Nairobi HQ,dev-IrjupBs
T100024301,M101023,2025-06-26 08:34:52,174749.0,AGENT,LOAN,"Hoffman, Russell and Lewis",KE-KSM,Agreement with new.,Nakuru,dev-CPMCBBMz
T100024302,M101023,2025-08-02 03:18:45,109143.0,MOBILE,FIXED,Lane-Singh,KE-NRB,Focus relate notice play easy soldier.,Nairobi HQ,dev-YHDOypj
T100024303,M101023,2025-07-18 19:52:38,-245489.0,TELLER,MOBILE,Fleming-Sharp,KE-EDL,Small there affect field everyone.,Thika,dev-uvmvbFq
T100024304,M101023,2025-06-05 23:19:44,-559119.0,MOBILE,CURRENT,Underwood Inc,KE-THK,Prevent yeah team from and administration.,Nyeri,dev-NjWHnJe
T100024305,M101023,2025-05-05 08:19:48,759538.0,CARD,FIXED,White and Sons,KE-MSA,Behind yard natural either.,Eldoret,dev-jpeUUSm
T100024306,M101024,2025-10-13 19:26:46,-342329.0,MOBILE,FIXED,"Simpson, Robertson and Morgan",KE-THK,Marriage say cold.,Nyeri,dev-PnWJJvD
T100024307,M101024,2025-08-24 00:55:08,355440.0,TELLER,SAVINGS,Gomez Group,KE-MSA,Responsibility keep pull.,Kisumu,dev-kebbdN
T100024308,M101024,2025-08-21 09:31:33,759520.0,CARD,LOAN,Terry PLC,KE-NKR,Drug oil run college eat strong.,Nakuru,dev-CGGOkxp
T100024309,M101024,2025-08-31 20:15:19,118206.0,MOBILE,CURRENT,Gonzalez LLC,KE-KSM,Painting trade chance mean movie.,Nyeri,dev-MyvOzn
T100024310,M101024,2025-06-12 03:01:28,273625.0,CARD,CURRENT,Whitney Ltd,KE-KSM,Room buy visit manage black.,Eldoret,dev-GZUbizAh
T100024311,M101024,2025-08-19 10:17:08,-975167.0,MOBILE,FIXED,Gonzalez-Hines,KE-THK,Career despite figure those others.,Nyeri,dev-MZIgGme
T100024312,M101024,2025-02-13 21:48:12,67693.0,CARD,MOBILE,Mclean LLC,KE-NYR,Your available special.,Mombasa,dev-VngxKW
T100024313,M101024,2025-02-03 03:34:05,132724.0,AGENT,SAVINGS,Evans PLC,KE-EDL,Entire bank situation health middle argue.,Mombasa,dev-hsFcwSz
T100024314,M101024,2025-10-04 00:32:35,186834.0,CASH,MOBILE,"Torres, Smith and Cruz",KE-MSA,Beat significant floor article.,Thika,dev-QAZdvCV
T100024315,M101024,2025-04-18 05:10:05,-237998.0,AGENT,SAVINGS,Bass Ltd,KE-NKR,Tonight cold way establish.,Mombasa,dev-lohNyo
T100024316,M101024,2025-10-21 04:16:49,286835.0,MOBILE,LOAN,Martin Inc,KE-EDL,Director purpose center.,Thika,dev-VwOVaip
T100024317,M101024,2025-06-23 11:46:00,307692.0,CASH,MOBILE,Brown PLC,KE-NKR,Including few animal skill.,Kisumu,dev-lsREgU
T100024318,M101024,2025-02-17 11:36:41,-181184.0,CARD,FIXED,Williams-Castro,KE-MSA,Throw Mr stage author.,Nyeri,dev-CNEesclD
T100024319,M101024,2025-03-04 01:51:24,-493107.0,MOBILE,CURRENT,Duncan and Sons,KE-KSM,Play eye science Democrat war.,Mombasa,dev-NElnCfm
T100024320,M101024,2025-04-29 12:13:00,-122790.0,TELLER,MOBILE,Garcia-Castro,KE-NYR,Production culture history entire.,Nyeri,dev-GatJFwq
T100024321,M101024,2025-09-17 04:00:04,125989.0,MOBILE,SAVINGS,Alexander and Sons,KE-NYR,Herself week long with.,Kisumu,dev-iJsOBev
T100024322,M101024,2025-08-10 02:55:38,429981.0,CASH,CURRENT,"Stanley, Burton and Boyer",KE-NKR,Kind scientist thousand understand none.,Eldoret,dev-DSFONOWJ
T100024323,M101024,2025-05-28 08:22:56,533353.0,CARD,MOBILE,"Dodson, Bowman and Rangel",KE-KSM,Pm pick should war final.,Nairobi HQ,dev-AwdJusEC
T100024324,M101024,2025-02-13 19:48:13,176360.0,AGENT,MOBILE,"Dickson, Brown and Osborne",KE-MSA,Measure black must clearly data American.,Nyeri,dev-gYYTbCD
T100024325,M101024,2025-03-02 19:00:19,-54296.0,MOBILE,MOBILE,"Garcia, Olson and Johnson",KE-NYR,Almost affect authority.,Nakuru,dev-eLdauU
T100024326,M101024,2025-06-08 07:07:55,633577.0,MOBILE,MOBILE,"Murray, Morgan and Lyons",KE-MSA,Soldier money mission walk.,Mombasa,dev-DecrMB
T100024327,M101024,2025-10-01 11:07:25,176290.0,CASH,LOAN,Sawyer-Wilson,KE-NRB,Put outside memory chair save.,Nakuru,dev-aTsnUChr
T100024328,M101025,2025-05-27 10:30:31,1163302.0,CASH,CURRENT,Williams Group,KE-KSM,With along gas strategy organization.,Kisumu,dev-VThjuHt
T100024329,M101025,2025-02-13 05:57:28,272826.0,MOBILE,CURRENT,"Rogers, King and Wheeler",KE-NKR,Wife lawyer their decision model.,Nakuru,dev-sugiosKZ
T100024330,M101025,2025-08-23 15:04:36,103520.0,AGENT,LOAN,"Hood, Hall and Tanner",KE-THK,Family wall Congress.,Nairobi HQ,dev-YyZUuP
T100024331,M101025,2025-09-16 05:47:55,128454.0,TELLER,MOBILE,Moore-Warren,KE-NKR,Together live about.,Nyeri,dev-HCRTzdsM
T100024332,M101025,2025-09-26 02:52:17,220659.0,AGENT,CURRENT,Shepard-Carter,KE-KSM,Past fight seat.,Nakuru,dev-QLTzqD
T100024333,M101025,2025-07-03 05:37:40,782640.0,AGENT,LOAN,Gonzalez-Jarvis,KE-NYR,Half they artist central whatever entire.,Nairobi HQ,dev-FPWjorD
T100024334,M101025,2025-02-04 18:43:05,144884.0,CARD,SAVINGS,"Newton, Tucker and Brooks",KE-KSM,Doctor successful reality heart size.,Nyeri,dev-nhduxFlN
T100024335,M101025,2025-09-09 11:35:31,-335218.0,CARD,CURRENT,Carter LLC,KE-MSA,Time half way artist.,Kisumu,dev-xYSmCB
T100024336,M101025,2025-03-27 00:28:10,-76490.0,TELLER,FIXED,"Allen, White and Jones",KE-MSA,Mind least nothing.,Kisumu,dev-OSiZqR
T100024337,M101025,2025-07-14 07:08:39,440012.0,AGENT,FIXED,Garcia-Fleming,KE-MSA,Star poor know.,Nairobi HQ,dev-ijJyVaLY
T100024338,M101025,2025-10-17 00:53:06,221987.0,TELLER,FIXED,Moses-Thomas,KE-EDL,Employee because charge.,Nakuru,dev-zQEWQq
T100024339,M101025,2025-09-05 03:04:20,148122.0,CASH,MOBILE,"Holmes, Rivers and Williams",KE-KSM,Option check upon animal how.,Thika,dev-sgJSHS
T100024340,M101025,2025-08-01 15:56:56,-126750.0,MOBILE,SAVINGS,Lopez LLC,KE-MSA,Resource agreement peace sell crime majority sister.,Nyeri,dev-QyRuUmO
T100024341,M101025,2025-09-23 22:42:05,329635.0,AGENT,LOAN,"Neal, Evans and Porter",KE-NRB,Food school hope station.,Nakuru,dev-SvfcweqI
T100024342,M101025,2025-04-25 20:10:48,-224531.0,MOBILE,SAVINGS,"Allen, Barnes and Mcfarland",KE-NKR,Food imagine old middle station.,Thika,dev-XbKXnPr
T100024343,M101025,2025-10-19 08:13:16,89952.0,MOBILE,SAVINGS,"Hampton, Davis and Patrick",KE-EDL,Senior show government development fly its.,Nairobi HQ,dev-GhAHaBBG
T100024344,M101025,2025-09-12 14:34:45,-115891.0,MOBILE,LOAN,Owens Ltd,KE-NRB,Themselves fast spring amount environmental.,Mombasa,dev-QjtvdS
T100024345,M101025,2025-03-14 11:54:42,-320517.0,MOBILE,SAVINGS,Riley Ltd,KE-THK,Soon her such might strong indicate.,Nairobi HQ,dev-yPONpy
T100024346,M101025,2025-07-08 00:49:01,66401.0,CARD,LOAN,Zimmerman-Lee,KE-NYR,Performance note own sing.,Nyeri,dev-XEbRsVcn
T100024347,M101025,2025-01-27 10:12:29,141671.0,AGENT,CURRENT,"Garza, Davis and Walker",KE-KSM,Easy project present.,Thika,dev-kvKLFfA
T100024348,M101025,2025-06-05 04:33:12,153140.0,CARD,FIXED,Whitaker Group,KE-NKR,Guy sell south but individual certain.,Eldoret,dev-MJVOWJxE
T100024349,M101025,2025-08-30 07:01:08,148958.0,AGENT,CURRENT,King PLC,KE-EDL,Establish activity north film.,Thika,dev-vjwlgtP
T100024350,M101025,2025-02-18 02:36:31,35564.0,MOBILE,SAVINGS,"Osborne, Villanueva and Harmon",KE-THK,Probably blood get choice open.,Kisumu,dev-GkwZXtb
T100024351,M101025,2025-08-30 05:08:09,121033.0,CASH,SAVINGS,Rich Group,KE-NRB,Personal find election series.,Nyeri,dev-CquTtS
T100024352,M101025,2025-10-12 19:34:05,90574.0,CASH,FIXED,"Padilla, Pearson and Walters",KE-NYR,Many no others color attack.,Nairobi HQ,dev-UcWYgJHW
T100024353,M101025,2025-04-26 06:48:57,334101.0,CASH,SAVINGS,"White, Kim and Marquez",KE-KSM,Girl piece job force wind season.,Eldoret,dev-vVkePXq
T100024354,M101025,2025-03-08 09:44:50,-82349.0,MOBILE,LOAN,Jackson PLC,KE-MSA,Gas cause forward him school.,Mombasa,dev-QNKUwER
T100024355,M101025,2025-06-18 17:17:57,644562.0,CARD,MOBILE,Brown-Alvarado,KE-NRB,Assume special create.,Mombasa,dev-VLVRJq
T100024356,M101025,2025-03-06 17:12:47,246013.0,AGENT,FIXED,Willis Inc,KE-NYR,Require usually star ground lawyer buy.,Kisumu,dev-rQSwpiy
T100024357,M101026,2025-03-29 21:02:44,311963.0,CARD,SAVINGS,"Daniel, Robinson and Rodriguez",KE-EDL,Physical form group little bag service.,Kisumu,dev-AmggRRT
T100024358,M101026,2025-03-09 19:06:56,190192.0,MOBILE,SAVINGS,"Diaz, Becker and Hill",KE-KSM,Late mention trade.,Eldoret,dev-eGDYqMD
T100024359,M101026,2025-04-26 21:05:00,156558.0,MOBILE,LOAN,"Smith, Bell and Chan",KE-MSA,Resource blue expect.,Thika,dev-GVirqY
T100024360,M101026,2025-04-15 06:03:18,620800.0,AGENT,LOAN,Mendoza-Velazquez,KE-THK,View memory just employee this well.,Eldoret,dev-cXiJXG
T100024361,M101026,2025-10-19 07:12:10,-260274.0,AGENT,FIXED,Wright-Coleman,KE-THK,Wish here reduce own up reduce.,Thika,dev-vmkmAd
T100024362,M101026,2025-05-28 03:43:43,199305.0,TELLER,MOBILE,"Lawson, Mitchell and Wang",KE-THK,Military indeed particular detail move.,Thika,dev-YfxJykYE
T100024363,M101026,2025-09-21 23:32:13,446856.0,AGENT,LOAN,Carrillo-Savage,KE-EDL,Anything teacher risk low pressure.,Nyeri,dev-RVyrsAB
T100024364,M101026,2025-01-27 10:24:05,93651.0,AGENT,FIXED,Ramirez-Lee,KE-KSM,Drop enough environmental long eye.,Mombasa,dev-MNuOCWMp
T100024365,M101026,2025-10-03 17:02:01,162862.0,CASH,MOBILE,Knight-Stevenson,KE-NKR,Space director describe stand.,Nakuru,dev-zZzUjS
T100024366,M101026,2025-10-21 14:46:18,-534771.0,CARD,FIXED,Mejia Group,KE-MSA,Spend five social professional.,Eldoret,dev-oDReBIO
T100024367,M101026,2025-07-16 13:18:03,-216490.0,CASH,FIXED,"Ochoa, Stevens and Thompson",KE-NYR,Meeting specific growth.,Nairobi HQ,dev-HtCelQ
T100024368,M101026,2025-05-22 11:01:00,325990.0,CASH,CURRENT,Whitaker-Rivera,KE-KSM,With community apply mean effort.,Kisumu,dev-bAuCPNb
T100024369,M101026,2025-10-08 05:11:49,105429.0,CASH,FIXED,"Harvey, Wagner and Farrell",KE-EDL,Threat themselves clear.,Nyeri,dev-WlftujC
T100024370,M101026,2025-03-10 09:12:30,-1095552.0,TELLER,LOAN,Wright-Moore,KE-MSA,Security establish girl realize speech of.,Nakuru,dev-OtTXuU
T100024371,M101026,2025-09-09 16:06:32,-46012.0,AGENT,SAVINGS,"Smith, Smith and Coleman",KE-NKR,Have water likely few easy.,Nakuru,dev-PNhphN
T100024372,M101026,2025-04-09 22:15:41,175934.0,CASH,CURRENT,"Phillips, Goodwin and Robinson",KE-NYR,Large choice whether.,Eldoret,dev-obDMEVMk
T100024373,M101026,2025-08-27 15:27:43,314633.0,CASH,MOBILE,Williams-Parker,KE-THK,Five total under.,Thika,dev-wnulQVdv
T100024374,M101026,2025-09-12 20:40:11,211761.0,CARD,FIXED,Armstrong-Anderson,KE-THK,Fish chair woman.,Thika,dev-oIWRkPFw
T100024375,M101026,2025-09-30 21:01:09,123165.0,TELLER,MOBILE,"Davis, Stewart and Le",KE-NRB,Hand most news.,Nairobi HQ,dev-rFPCMfSI
T100024376,M101026,2025-09-22 04:21:56,-84801.0,AGENT,LOAN,Christian PLC,KE-NRB,I laugh where crime.,Mombasa,dev-ufJdDbYn
T100024377,M101026,2025-05-08 19:34:34,70046.0,AGENT,FIXED,"Martin, Beltran and Riley",KE-EDL,Change run parent.,Eldoret,dev-pKbAgL
T100024378,M101026,2025-06-30 05:43:01,-67622.0,CASH,LOAN,Rodriguez LLC,KE-NKR,Dark itself bed marriage become.,Kisumu,dev-QrCqYY
T100024379,M101026,2025-08-11 03:07:21,250948.0,CARD,LOAN,Watkins-Roman,KE-NRB,Significant pick writer exist attack state.,Eldoret,dev-RthjSH
T100024380,M101026,2025-02-06 14:43:03,-497671.0,CASH,FIXED,"Wilkinson, Kennedy and Ramsey",KE-THK,Reason food yes week would husband.,Mombasa,dev-VxIgyuO
T100024381,M101026,2025-07-24 22:40:50,304385.0,CARD,CURRENT,Wiley-Johnson,KE-NRB,Alone involve face out thought participant.,Nairobi HQ,dev-OvwqaWyZ
T100024382,M101027,2025-04-19 09:25:38,149588.0,MOBILE,SAVINGS,Garcia Group,KE-NYR,Woman Democrat material.,Nairobi HQ,dev-XAZWzl
T100024383,M101027,2025-05-13 16:48:01,-121697.0,CARD,MOBILE,Martin and Sons,KE-NKR,Price environment decade itself detail.,Mombasa,dev-QfSBnAPu
T100024384,M101027,2025-10-04 06:13:00,108339.0,MOBILE,SAVINGS,"Miller, Johnson and Stevens",KE-NKR,Drug hot hope clear.,Mombasa,dev-BgVyDE
T100024385,M101027,2025-09-08 08:24:22,-172517.0,MOBILE,MOBILE,Vasquez PLC,KE-EDL,Beat this almost.,Nairobi HQ,dev-GeRxZtT
T100024386,M101027,2025-06-21 16:49:01,306442.0,TELLER,CURRENT,Gallagher-Wilson,KE-MSA,Fall would adult former trip.,Nyeri,dev-VRLmFvAQ
T100024387,M101027,2025-08-06 00:13:32,-417115.0,TELLER,MOBILE,"Robertson, Garcia and Lewis",KE-THK,Western many body difference.,Eldoret,dev-XlJwfR
T100024388,M101027,2025-03-10 02:19:03,-47520.0,CARD,SAVINGS,Bond-Roman,KE-MSA,Heavy step share letter past.,Mombasa,dev-NcmcxZIF
T100024389,M101027,2025-05-29 04:15:27,1962310.0,TELLER,SAVINGS,"Duke, Johnson and Jensen",KE-NYR,Various actually many case sometimes skin.,Nairobi HQ,dev-NRyRsFgM
T100024390,M101027,2025-03-01 22:24:29,-105920.0,AGENT,MOBILE,"Crawford, Rowe and Ramirez",KE-EDL,Friend popular public feel whose.,Eldoret,dev-ZixdFn
T100024391,M101027,2025-03-24 04:51:50,91347.0,CARD,SAVINGS,Edwards Ltd,KE-NYR,Just expect face fast consider memory.,Nyeri,dev-meCtDw
T100024392,M101027,2025-05-21 19:27:10,125127.0,TELLER,SAVINGS,Frederick-Mcpherson,KE-EDL,Worker break training model enjoy finally.,Kisumu,dev-shftVIWb
T100024393,M101027,2025-02-27 01:37:53,157793.0,CASH,LOAN,Hays LLC,KE-MSA,Grow long challenge here.,Nyeri,dev-WCXckbM
T100024394,M101027,2025-10-07 09:28:21,72841.0,AGENT,LOAN,"Roth, Benson and Holland",KE-NRB,Writer action company.,Nyeri,dev-pSkDxFKO
T100024395,M101027,2025-03-17 17:27:16,-951676.0,TELLER,FIXED,Ellis Inc,KE-KSM,Involve imagine knowledge where whose.,Mombasa,dev-VbwDhws
T100024396,M101027,2025-08-16 20:44:30,222407.0,AGENT,CURRENT,Lopez Ltd,KE-MSA,Development piece mother.,Nairobi HQ,dev-thSqQjb
T100024397,M101027,2025-03-04 20:02:36,62276.0,TELLER,MOBILE,Brooks-Salazar,KE-NRB,overnight activity,Nyeri,dev-QkuzFB
T100024398,M101027,2025-06-02 21:41:52,83977.0,TELLER,SAVINGS,Houston-Allen,KE-THK,Reason resource raise attention.,Nakuru,dev-xHGcMDk
T100024399,M101027,2025-07-27 13:01:16,204037.0,TELLER,FIXED,Collins Ltd,KE-THK,If health thousand.,Nairobi HQ,dev-ouuKGeDX
T100024400,M101027,2025-08-16 18:25:04,-263182.0,MOBILE,CURRENT,Daniel Ltd,KE-EDL,Mr lose attack answer science they.,Nairobi HQ,dev-fsmlQx
T100024401,M101027,2025-05-15 11:18:34,55633.0,MOBILE,MOBILE,Castro Ltd,KE-NKR,Later produce nice.,Kisumu,dev-srqYHsiH
T100024402,M101027,2025-08-13 09:15:53,-510135.0,AGENT,MOBILE,"Wright, Farley and Garcia",KE-NYR,May left only.,Nyeri,dev-aEekprU
T100024403,M101027,2025-10-16 19:03:23,384135.0,CARD,LOAN,Brown-Glenn,KE-NKR,Data couple talk then often hundred.,Kisumu,dev-jXGjta
T100024404,M101027,2025-09-06 08:46:57,607988.0,AGENT,CURRENT,Fischer Ltd,KE-NYR,Organization bring hit something receive expect my.,Eldoret,dev-drGErP
T100024405,M101027,2025-10-23 14:54:39,251376.0,TELLER,SAVINGS,Escobar LLC,KE-EDL,End mean course camera before town.,Nyeri,dev-FhNsoRvw
T100024406,M101027,2025-04-26 10:08:28,-573740.0,AGENT,FIXED,"Johnson, Johnson and Gomez",KE-EDL,Face indeed citizen detail throughout.,Nyeri,dev-veXVGj
T100024407,M101027,2025-03-21 22:09:08,-222074.0,CARD,MOBILE,Nelson Ltd,KE-EDL,Network provide buy.,Nakuru,dev-ngWOMbcH
T100024408,M101027,2025-03-06 23:25:27,316402.0,CASH,MOBILE,Alvarez-Mccoy,KE-EDL,Much represent threat.,Nakuru,dev-LXoQISDx
T100024409,M101028,2025-03-23 00:55:33,757270.0,CARD,SAVINGS,"Graves, Livingston and Smith",KE-THK,Picture simple especially million.,Thika,dev-CAawhr
T100024410,M101028,2025-04-02 01:02:45,-283796.0,CARD,MOBILE,"Carpenter, Liu and Ross",KE-THK,Source outside until although others guy.,Nakuru,dev-xgQzfI
T100024411,M101028,2025-10-11 13:01:41,300648.0,CARD,SAVINGS,"Griffin, Oliver and Taylor",KE-THK,Yard husband begin every.,Thika,dev-fxPqkvm
T100024412,M101028,2025-10-08 15:13:52,-591260.0,CASH,SAVINGS,Pace LLC,KE-MSA,Rock mention fall where general open.,Nyeri,dev-FbBsJZ
T100024413,M101028,2025-06-17 23:10:56,211833.0,TELLER,LOAN,Buck LLC,KE-NKR,Nice they forward himself develop three.,Nyeri,dev-fVpjCFp
T100024414,M101028,2025-05-16 09:34:35,121656.0,CASH,MOBILE,Evans Group,KE-NRB,Fall lose experience himself.,Kisumu,dev-YhKszvs
T100024415,M101028,2025-07-11 03:16:38,-145971.0,CARD,FIXED,"Baker, Cabrera and Zamora",KE-NYR,Ready community can.,Nyeri,dev-SGWkwYew
T100024416,M101028,2025-03-04 06:48:46,-281291.0,TELLER,LOAN,Ward-Wilcox,KE-EDL,Structure price both box reveal mean.,Nairobi HQ,dev-bVAjoCGW
